50DB3F;SHENZHEN GONGJIN ELECTRONICS CO.;
787052;Welotec GmbH;
584498;Xiaomi Communications Co Ltd;
ACC1EE;Xiaomi Communications Co Ltd;
7802F8;Xiaomi Communications Co Ltd;
508F4C;Xiaomi Communications Co Ltd;
04D13A;Xiaomi Communications Co Ltd;
0CF346;Xiaomi Communications Co Ltd;
082525;Xiaomi Communications Co Ltd;
F460E2;Xiaomi Communications Co Ltd;
A45046;Xiaomi Communications Co Ltd;
AC587B;JCT Healthcare;
002350;RDC;
985D82;Arista Networks;
D8D6F3;Integrated Device Technology (Malaysia) Sdn. Bhd.;
009EC8;Xiaomi Communications Co Ltd;
7C1DD9;Xiaomi Communications Co Ltd;
A086C6;Xiaomi Communications Co Ltd;
102AB3;Xiaomi Communications Co Ltd;
ACF7F3;Xiaomi Communications Co Ltd;
08351B;Shenzhen Jialihua Electronic Technology Co.;
8C7BF0;Xufeng Development Limited;
AC5093;Magna Electronics Europe GmbH & Co. OHG;
E0A509;Bitmain Technologies Inc;
3C3786;NETGEAR;
9C6937;Qorvo Utrecht B.V.;
DCDA80;New H3C Technologies Co.;
601D91;Motorola Mobility LLC;
F04F7C;Private;
00A068;BHP LIMITED;
508CF5;China Mobile Group Device Co.;
A047D7;Best IT World (India) Pvt Ltd;
5CCF7F;Espressif Inc.;
0C9541;CHIPSEA TECHNOLOGIES (SHENZHEN) CORP.;
B0C387;GOEFER;
38F9D3;Apple;
44E66E;Apple;
E83617;Apple;
086BD7;Silicon Laboratories;
344262;Apple;
C09AD0;Apple;
04F9D9;Speaker Electronic(Jiashan) Co.;
10C595;Lenovo;
4428A3;Jiangsu fulian  Communication Technology Co.;
F80F6F;Cisco Systems;
34F8E7;Cisco Systems;
B40FB3;vivo Mobile Communication Co.;
182A44;HIROSE ELECTRONIC SYSTEM;
9C8275;Yichip Microelectronics (Hangzhou) Co.;
E0189F;EM Microelectronic;
18B905;Hong Kong Bouffalo Lab Limited;
90869B;zte corporation;
80546A;SHENZHEN GONGJIN ELECTRONICS CO.;
B4A9FC;Quanta Computer Inc.;
F00EBF;ZettaHash Inc.;
304A26;Shenzhen Trolink Technology CO;
A41232;GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.;
78B213;DWnet Technologies(Suzhou) Corporation;
4CE19E;TECNO MOBILE LIMITED;
D4B761;Sichuan AI-Link Technology Co.;
CC9EA2;Amazon Technologies Inc.;
4C218C;Panasonic India Private limited;
44B433;tide.co.;
D43A2E;SHENZHEN MTC CO LTD;
109FA9;Actiontec Electronics;
0020E0;Actiontec Electronics;
AC4330;Versa Networks;
40B076;ASUSTek COMPUTER INC.;
4CC7D6;FLEXTRONICS MANUFACTURING(ZHUHAI)CO.;
B8BC5B;Samsung Electronics Co.;
90940A;Analog Devices;
00214F;ALPS ELECTRIC CO.;
B4EC02;ALPS ELECTRIC CO.;
E0AE5E;ALPS ELECTRIC CO.;
34C731;ALPS ELECTRIC CO.;
60380E;ALPS ELECTRIC CO.;
64D4BD;ALPS ELECTRIC CO.;
742B62;FUJITSU LIMITED;
E47FB2;FUJITSU LIMITED;
FC084A;FUJITSU LIMITED;
A8B2DA;FUJITSU LIMITED;
B09928;FUJITSU LIMITED;
8C6DC4;Megapixel VR;
78DD12;Arcadyan Corporation;
D4AD71;Cisco Systems;
641666;Nest Labs Inc.;
94D00D;HUAWEI TECHNOLOGIES CO.;
E84C56;INTERCEPT SERVICES LIMITED;
388602;Flexoptix GmbH;
9809CF;OnePlus Technology (Shenzhen) Co.;
84139F;zte corporation;
40DF02;LINE BIZ Plus;
2CC407;machineQ;
2C3996;Sagemcom Broadband SAS;
0054BD;Swelaser AB;
0057D2;Cisco Systems;
3C6716;Lily Robotics;
806AB0;Shenzhen TINNO Mobile Technology Corp.;
A0F895;Shenzhen TINNO Mobile Technology Corp.;
0078CD;Ignition Design Labs;
2CFD37;Blue Calypso;
001B11;D-Link Corporation;
001E58;D-Link Corporation;
002191;D-Link Corporation;
0022B0;D-Link Corporation;
F07D68;D-Link Corporation;
78542E;D-Link International;
3CDD89;SOMO HOLDINGS & TECH. CO.;
2C56DC;ASUSTek COMPUTER INC.;
B8AF67;Hewlett Packard;
188B45;Cisco Systems;
B0C090;Chicony Electronics Co.;
1CA770;SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.;
C42F90;Hangzhou Hikvision Digital Technology Co.;
A42BB0;TP-LINK TECHNOLOGIES CO.;
4CE676;BUFFALO.INC;
B0C745;BUFFALO.INC;
CCE1D5;BUFFALO.INC;
B8FC9A;Le Shi Zhi Xin Electronic Technology (Tianjin) Limited;
2C4138;Hewlett Packard;
2C768A;Hewlett Packard;
0018FE;Hewlett Packard;
0019BB;Hewlett Packard;
002264;Hewlett Packard;
002481;Hewlett Packard;
000D9D;Hewlett Packard;
0014C2;Hewlett Packard;
788B77;Standar Telecom;
84ACFB;Crouzet Automatismes;
9486CD;SEOUL ELECTRONICS&TELECOM;
94ABDE;OMX Technology - FZE;
000E35;Intel Corporation;
00207B;Intel Corporation;
0013CE;Intel Corporate;
801934;Intel Corporate;
B8B81E;Intel Corporate;
185E0F;Intel Corporate;
C80E77;Le Shi Zhi Xin Electronic Technology (Tianjin) Limited;
843497;Hewlett Packard;
ECB1D7;Hewlett Packard;
3CA82A;Hewlett Packard;
480FCF;Hewlett Packard;
5820B1;Hewlett Packard;
2C233A;Hewlett Packard;
000EB3;Hewlett Packard;
0004EA;Hewlett Packard;
00306E;Hewlett Packard;
0060B0;Hewlett Packard;
24BE05;Hewlett Packard;
000423;Intel Corporation;
0008C7;Hewlett Packard;
0010E3;Hewlett Packard;
00805F;Hewlett Packard;
BCEAFA;Hewlett Packard;
5C8A38;Hewlett Packard;
D89D67;Hewlett Packard;
2C44FD;Hewlett Packard;
F0921C;Hewlett Packard;
B4B52F;Hewlett Packard;
902155;HTC Corporation;
64A769;HTC Corporation;
BCCFCC;HTC Corporation;
B0F1A3;Fengfan (BeiJing) Technology Co.;
7C7D3D;HUAWEI TECHNOLOGIES CO.;
4482E5;HUAWEI TECHNOLOGIES CO.;
542758;Motorola (Wuhan) Mobility Technologies Communication Co.;
4CD08A;HUMAX Co.;
20906F;Shenzhen Tencent Computer System Co.;
1C7839;Shenzhen Tencent Computer System Co.;
A4516F;Microsoft Mobile Oy;
246081;razberi technologies;
8CAB8E;Shanghai Feixun Communication Co.;
EC26CA;TP-LINK TECHNOLOGIES CO.;
2C088C;HUMAX Co.;
40F308;Murata Manufacturing Co.;
5CDAD4;Murata Manufacturing Co.;
000E6D;Murata Manufacturing Co.;
B05B67;HUAWEI TECHNOLOGIES CO.;
38F889;HUAWEI TECHNOLOGIES CO.;
F4DCF9;HUAWEI TECHNOLOGIES CO.;
904E2B;HUAWEI TECHNOLOGIES CO.;
0C96BF;HUAWEI TECHNOLOGIES CO.;
9CC172;HUAWEI TECHNOLOGIES CO.;
384608;zte corporation;
B4B362;zte corporation;
B075D5;zte corporation;
08181A;zte corporation;
002512;zte corporation;
70A8E3;HUAWEI TECHNOLOGIES CO.;
F84ABF;HUAWEI TECHNOLOGIES CO.;
4CB16C;HUAWEI TECHNOLOGIES CO.;
4C1FCC;HUAWEI TECHNOLOGIES CO.;
486276;HUAWEI TECHNOLOGIES CO.;
AC4E91;HUAWEI TECHNOLOGIES CO.;
E468A3;HUAWEI TECHNOLOGIES CO.;
80D09B;HUAWEI TECHNOLOGIES CO.;
581F28;HUAWEI TECHNOLOGIES CO.;
8C34FD;HUAWEI TECHNOLOGIES CO.;
90671C;HUAWEI TECHNOLOGIES CO.;
587F66;HUAWEI TECHNOLOGIES CO.;
BC25E0;HUAWEI TECHNOLOGIES CO.;
C4072F;HUAWEI TECHNOLOGIES CO.;
0CD6BD;HUAWEI TECHNOLOGIES CO.;
A49947;HUAWEI TECHNOLOGIES CO.;
346BD3;HUAWEI TECHNOLOGIES CO.;
1C1D67;HUAWEI TECHNOLOGIES CO.;
84A8E4;HUAWEI TECHNOLOGIES CO.;
202BC1;HUAWEI TECHNOLOGIES CO.;
002586;TP-LINK TECHNOLOGIES CO.;
F8D111;TP-LINK TECHNOLOGIES CO.;
F4EC38;TP-LINK TECHNOLOGIES CO.;
20DCE6;TP-LINK TECHNOLOGIES CO.;
1C6E4C;Logistic Service & Engineering Co.;
00101F;Cisco Systems;
001054;Cisco Systems;
DCEB94;Cisco Systems;
5C838F;Cisco Systems;
AC7E8A;Cisco Systems;
382056;Cisco Systems;
00502A;Cisco Systems;
005014;Cisco Systems;
0090D9;Cisco Systems;
009092;Cisco Systems;
001029;Cisco Systems;
001007;Cisco Systems;
00605C;Cisco Systems;
00E0F7;Cisco Systems;
00E0B0;Cisco Systems;
00E0FE;Cisco Systems;
00E0A3;Cisco Systems;
00E0F9;Cisco Systems;
001BD7;Cisco SPVTG;
105172;HUAWEI TECHNOLOGIES CO.;
9017AC;HUAWEI TECHNOLOGIES CO.;
94049C;HUAWEI TECHNOLOGIES CO.;
5006AB;Cisco Systems;
0050E2;Cisco Systems;
005050;Cisco Systems;
009021;Cisco Systems;
0090B1;Cisco Systems;
00023D;Cisco Systems;
18E728;Cisco Systems;
2C3ECF;Cisco Systems;
1005CA;Cisco Systems;
1CDEA7;Cisco Systems;
1C6A7A;Cisco Systems;
CCD8C1;Cisco Systems;
7C0ECE;Cisco Systems;
F09E63;Cisco Systems;
F07F06;Cisco Systems;
84802D;Cisco Systems;
E0899D;Cisco Systems;
A89D21;Cisco Systems;
BCF1F2;Cisco Systems;
C80084;Cisco Systems;
A0F849;Cisco Systems;
88908D;Cisco Systems;
A46C2A;Cisco Systems;
0021BE;Cisco SPVTG;
7CB21B;Cisco SPVTG;
745E1C;PIONEER CORPORATION;
1C1D86;Cisco Systems;
001A92;ASUSTek COMPUTER INC.;
001D60;ASUSTek COMPUTER INC.;
002215;ASUSTek COMPUTER INC.;
20CF30;ASUSTek COMPUTER INC.;
E0CB4E;ASUSTek COMPUTER INC.;
1C872C;ASUSTek COMPUTER INC.;
C4143C;Cisco Systems;
2401C7;Cisco Systems;
04DAD2;Cisco Systems;
F41FC2;Cisco Systems;
4C0082;Cisco Systems;
DCA5F4;Cisco Systems;
7C95F3;Cisco Systems;
5017FF;Cisco Systems;
E8EDF3;Cisco Systems;
78DA6E;Cisco Systems;
24E9B3;Cisco Systems;
1402EC;Hewlett Packard Enterprise;
707938;Wuxi Zhanrui Electronic Technology Co.;
646A74;AUTH-SERVERS;
34C9F0;LM Technologies Ltd;
E034E4;Feit Electric Company;
98E848;Axiim;
A0F9E0;VIVATEL COMPANY LIMITED;
F8C372;TSUZUKI DENKI;
908D78;D-Link International;
A4CC32;Inficomm Co.;
582BDB;Pax AB;
D00F6D;T&W Electronics Company;
48BF74;Baicells Technologies Co.;
38F557;JOLATA;
280E8B;Beijing Spirit Technology Development Co.;
F44D30;Elitegroup Computer Systems Co.;
DC9A8E;Nanjing Cocomm electronics co.;
C4EF70;Home Skinovations;
B813E9;Trace Live Network;
746F19;ICARVISIONS (SHENZHEN) TECHNOLOGY CO.;
7C7176;Wuxi iData Technology Company Ltd.;
68A828;HUAWEI TECHNOLOGIES CO.;
988744;Wuxi Hongda Science and Technology Co.;
9C8DD3;Leonton Technologies;
246C8A;YUKAI Engineering;
A43831;RF elements s.r.o.;
D0BAE4;Shanghai MXCHIP Information Technology Co.;
A4DCBE;HUAWEI TECHNOLOGIES CO.;
10CC1B;Liverock technologies;
48B620;ROLI Ltd.;
20D160;Private;
382187;Midea Group Co.;
305A3A;ASUSTek COMPUTER INC.;
A87285;IDT;
AC1FD7;Real Vision Technology Co.;
C8A2CE;Oasis Media Systems LLC;
A4DEC9;QLove Mobile Intelligence Information Technology (W.H.) Co. Ltd.;
A4A6A9;Private;
9C7A03;Ciena Corporation;
380AAB;Formlabs;
F41535;SPON Communication Technology Co.;
E41A2C;ZPE Systems;
A815D6;Shenzhen Meione Technology CO.;
D09380;Ducere Technologies Pvt. Ltd.;
84A788;Perples;
6889C1;HUAWEI TECHNOLOGIES CO.;
845B12;HUAWEI TECHNOLOGIES CO.;
143EBF;zte corporation;
041E7A;DSPWorks;
38B725;Wistron Infocomm (Zhongshan) Corporation;
4CC681;Shenzhen Aisat Electronic Co.;
28B9D9;Radisys Corporation;
E0553D;Cisco Meraki;
0894EF;Wistron Infocomm (Zhongshan) Corporation;
E0319E;Valve Corporation;
E4A32F;Shanghai Artimen Technology Co.;
D47BB0;ASKEY COMPUTER CORP;
5045F7;Liuhe Intelligence Technology Ltd.;
20F510;Codex Digital Limited;
788E33;Jiangsu SEUIC Technology Co.;
E01AEA;Allied Telesis;
340CED;Moduel AB;
507B9D;LCFC(HeFei) Electronics Technology co.;
6C7220;D-Link International;
F02624;WAFA TECHNOLOGIES CO.;
F8F464;Rawe Electonic GmbH;
F4672D;ShenZhen Topstar Technology Company;
382B78;ECO PLUGS ENTERPRISE CO.;
BCEB5F;Fujian Beifeng Telecom Technology Co.;
800B51;Chengdu XGimi Technology Co.;
00FC8D;Hitron Technologies. Inc;
1CC586;Absolute Acoustics;
E076D0;AMPAK Technology;
24B0A9;Shanghai Mobiletek Communication Ltd.;
64167F;Polycom;
54E2C8;Dongguan Aoyuan Electronics Technology Co.;
20D75A;Posh Mobile Limited;
88D37B;FirmTek;
10AF78;Shenzhen ATUE Technology Co.;
B0966C;Lanbowan Technology Ltd.;
A408EA;Murata Manufacturing Co.;
D4F9A1;HUAWEI TECHNOLOGIES CO.;
9CB6D0;Rivet Networks;
D0C0BF;Actions Microelectronics Co.;
E04B45;Hi-P Electronics Pte Ltd;
6C4598;Antex Electronic Corp.;
94A7B7;zte corporation;
3C8375;Microsoft Corporation;
C8458F;Wyler AG;
149A10;Microsoft Corporation;
FC9AFA;Motus Global Inc.;
5CB43E;HUAWEI TECHNOLOGIES CO.;
FCE1FB;Array Networks;
54E140;INGENICO;
14157C;TOKYO COSMOS ELECTRIC CO.;
408D5C;GIGA-BYTE TECHNOLOGY CO.;
6CE01E;Modcam AB;
E8F2E3;Starcor Beijing Co.;
D048F3;DATTUS Inc;
CC19A8;PT Inovação e Sistemas SA;
6C4418;Zappware;
44962B;Aidon Oy;
D4D7A9;Shanghai Kaixiang Info Tech LTD;
185D9A;BobjGear LLC;
884157;Shenzhen Atsmart Technology Co.;
3CDA2A;zte corporation;
747336;MICRODIGTAL Inc;
0CE725;Microsoft Corporation;
6C2E72;B&B EXPORTING LIMITED;
FC3288;CELOT Wireless Co.;
BCB308;HONGKONG RAGENTEK COMMUNICATION TECHNOLOGY CO.;
445ECD;Razer Inc;
749637;Todaair Electronic Co.;
2031EB;HDSN;
C0335E;Microsoft;
ACCAAB;Virtual Electric Inc;
241B44;Hangzhou Tuners Electronics Co.;
90C35F;Nanjing Jiahao Technology Co.;
18F145;NetComm Wireless Limited;
4CA515;Baikal Electronics JSC;
9CE230;JULONG CO;
34873D;Quectel Wireless Solution Co.;
186882;Beward R&D Co.;
344CA4;amazipoint technology Ltd.;
A8F038;SHEN ZHEN SHI JIN HUA TAI ELECTRONICS CO.;
74E277;Vizmonet Pte Ltd;
10A659;Mobile Create Co.;
58856E;QSC AG;
FCAFAC;Socionext Inc.;
F8C397;NZXT Corp. Ltd.;
C4366C;LG Innotek;
60D9A0;Lenovo Mobile Communication Technology Ltd.;
5C3B35;Gehirn Inc.;
5CF7C3;SYNTECH (HK) TECHNOLOGY LIMITED;
3CC2E1;XINHUA CONTROL ENGINEERING CO.;
7C534A;Metamako;
9C3066;RWE Effizienz GmbH;
FCA22A;PT. Callysta Multi Engineering;
247656;Shanghai Net Miles Fiber Optics Technology Co.;
A0ADA1;JMR Electronics;
601970;HUIZHOU QIAOXING ELECTRONICS TECHNOLOGY CO.;
887033;Hangzhou Silan Microelectronic Inc;
8C7967;zte corporation;
78F944;Private;
CCA4AF;Shenzhen Sowell Technology Co.;
84F129;Metrascale Inc.;
2028BC;Visionscape Co;
B8F080;SPS;
7858F3;Vachen Co.;
FCDC4A;G-Wearables Corp.;
F42C56;SENOR TECH CO LTD;
50502A;Egardia;
48EE0C;D-Link International;
48C093;Xirrus;
3C1A0F;ClearSky Data;
ACB57D;Liteon Technology Corporation;
DCE1AD;Shenzhen Wintop Photoelectric Technology Co.;
900CB4;Alinket Electronic Technology Co.;
883B8B;Cheering Connection Co. Ltd.;
94D417;GPI KOREA INC.;
D855A3;zte corporation;
70DA9C;TECSEN;
6CF5E8;Mooredoll Inc.;
70FF5C;Cheerzing Communication(Xiamen)Technology Co.;
08115E;Bitel Co.;
44CE7D;SFR;
0881BC;HongKong Ipro Technology Co.;
4C16F1;zte corporation;
6872DC;CETORY.TV Company Limited;
D8B6B7;Comtrend Corporation;
0499E6;Shenzhen Yoostar Technology Co.;
94BF95;Shenzhen Coship Electronics Co.;
FC9FE1;CONWIN.Tech. Ltd;
90203A;BYD Precision Manufacture Co.;
A81B5D;Foxtel Management Pty Ltd;
B8BD79;TrendPoint Systems;
2C010B;NASCENT Technology;
D4EC86;LinkedHope Intelligent Technologies Co.;
20A99B;Microsoft Corporation;
54098D;deister electronic GmbH;
F0FE6B;Shanghai High-Flying Electronics Technology Co.;
3CAE69;ESA Elektroschaltanlagen Grimma GmbH;
00F3DB;WOO Sports;
08A5C8;Sunnovo International Limited;
CCBDD3;Ultimaker B.V.;
50294D;NANJING IOT SENSOR TECHNOLOGY CO;
0CCFD1;SPRINGWAVE Co.;
58108C;Intelbras;
187117;eta plus electronic gmbh;
7CB177;Satelco AG;
8C5D60;UCI Corporation Co.;
4C0BBE;Microsoft;
08EB29;Jiangsu Huitong Group Co.;
E48C0F;Discovery Insure;
587FB7;SONAR INDUSTRIAL CO.;
E42354;SHENZHEN FUZHI SOFTWARE TECHNOLOGY CO.;
207693;Lenovo (Beijing) Limited.;
C4BD6A;SKF GmbH;
14488B;Shenzhen Doov Technology Co.;
603696;The Sapling Company;
54FFCF;Mopria Alliance;
BCBC46;SKS Welding Systems GmbH;
A8D88A;Wyconn;
00E6E8;Netzin Technology Corporation;
64B21D;Chengdu Phycom Tech Co.;
88708C;Lenovo Mobile Communication Technology Ltd.;
F03D29;Actility;
909F33;EFM Networks;
849681;Cathay Communication Co.;
A056B2;Harman/Becker Automotive Systems GmbH;
40C62A;Shanghai Jing Ren Electronic Technology Co.;
E8150E;Nokia Corporation;
F4D032;Yunnan Ideal Information&Technology.;
44A6E5;THINKING TECHNOLOGY CO.;
A8329A;Digicom Futuristic Technologies Ltd.;
B40AC6;DEXON Systems Ltd.;
5CB8CB;Allis Communications;
E85D6B;Luminate Wireless;
8C3357;HiteVision Digital Media Technology Co.;
F4D261;SEMOCON Co.;
D05AF1;Shenzhen Pulier Tech CO.;
481A84;Pointer Telocation Ltd;
DC663A;Apacer Technology Inc.;
B009D3;Avizia;
3CAA3F;iKey;
0C383E;Fanvil Technology Co.;
60CDA9;Abloomy;
B40B44;Smartisan Technology Co.;
A0FC6E;Telegrafia a.s.;
D0FA1D;Qihoo  360  Technology Co.;
046785;scemtec Hard- und Software fuer Mess- und Steuerungstechnik GmbH;
FC6DC0;BME CORPORATION;
784561;CyberTAN Technology Inc.;
300D2A;Zhejiang Wellcom Technology Co.;
64EAC5;SiboTech Automation Co.;
F4F26D;TP-LINK TECHNOLOGIES CO.;
5C1515;ADVAN;
D0A0D6;Chengdu TD Tech Ltd.;
8CBF9D;Shanghai Xinyou Information Technology Ltd. Co.;
D49398;Nokia Corporation;
78D66F;Aristocrat Technologies Australia Pty. Ltd.;
50C7BF;TP-LINK TECHNOLOGIES CO.;
C06118;TP-LINK TECHNOLOGIES CO.;
D0C7C0;TP-LINK TECHNOLOGIES CO.;
209AE9;Volacomm Co.;
345D10;Wytek;
58E326;Compass Technologies Inc.;
848DC7;Cisco SPVTG;
A8BD3A;UNIONMAN TECHNOLOGY CO.;
C44E1F;BlueN;
CCA614;AIFA TECHNOLOGY CORP.;
B0869E;Chloride S.r.L;
344F5C;R&amp;M AG;
A46CC1;LTi REEnergy GmbH;
90DB46;E-LEAD ELECTRONIC CO.;
D42F23;Akenori PTE Ltd;
38F098;Vapor Stone Rail Systems;
400107;Arista Corp;
0805CD;DongGuang EnMai Electronic Product Co.Ltd.;
0092FA;SHENZHEN WISKY TECHNOLOGY CO.;
4CF45B;Blue Clover Devices;
B06971;DEI Sales;
580528;LABRIS NETWORKS;
28656B;Keystone Microtech Corporation;
EC2E4E;HITACHI-LG DATA STORAGE INC;
505800;WyTec International;
78923E;Nokia Corporation;
D4CFF9;Shenzhen Sen5 Technology Co.;
D8492F;CANON INC.;
145645;Savitech Corp.;
D4E08E;ValueHD Corporation;
70305D;Ubiquoss Inc;
5850AB;TLS Corporation;
90DFB7;s.m.s smart microwave sensors GmbH;
B843E4;Vlatacom;
E07F53;TECHBOARD SRL;
4C0DEE;JABIL CIRCUIT (SHANGHAI) LTD.;
A07771;Vialis BV;
D0BD01;DS International;
C0C569;SHANGHAI LYNUC CNC TECHNOLOGY CO.;
200E95;IEC – TC9 WG43;
E0DB88;Open Standard Digital-IF Interface for SATCOM Systems;
D86194;Objetivos y Sevicios de Valor Añadido;
589CFC;FreeBSD Foundation;
98349D;Krauss Maffei Technologies GmbH;
18CC23;Philio Technology Corporation;
648D9E;IVT Electronic Co.;
CC95D7;Vizio;
749C52;Huizhou Desay SV Automotive Co.;
C0F79D;Powercode;
3C0C48;Servergy;
68D247;Portalis LC;
FC27A2;TRANS ELECTRIC CO.;
14C089;DUNE HD LTD;
F08A28;JIANGSU HENGSION ELECTRONIC S and T CO.;
A8574E;TP-LINK TECHNOLOGIES CO.;
DC3EF8;Nokia Corporation;
706173;Calantec GmbH;
50C271;SECURETECH INC;
7C49B9;Plexus Manufacturing Sdn Bhd;
184462;Riava Networks;
9C443D;CHENGDU XUGUANG TECHNOLOGY CO;
74A4B5;Powerleader Science and Technology Co. Ltd.;
BC4100;CODACO ELECTRONIC s.r.o.;
7CCD3C;Guangzhou Juzing Technology Co.;
10B26B;base Co.;
DCCEBC;Shenzhen JSR Technology Co.;
9486D4;Surveillance Pro Corporation;
F89550;Proton Products Chengdu Ltd;
447BC4;DualShine Technology(SZ)Co.;
542F89;Euclid Laboratories;
48B977;PulseOn Oy;
AC2DA3;TXTR GmbH;
C8F68D;S.E.TECHNOLOGIES LIMITED;
BC14EF;ITON Technology Limited;
14F28E;ShenYang ZhongKe-Allwin Technology Co.LTD;
C064C6;Nokia Corporation;
9C44A6;SwiftTest;
44C4A9;Opticom Communication;
6C3C53;SoundHawk Corp;
64BABD;SDJ Technologies;
889166;Viewcooper Corp.;
103378;FLECTRON Co.;
DC0575;SIEMENS ENERGY AUTOMATION;
5C1193;Seal One AG;
50E14A;Private;
68FCB3;Next Level Security Systems;
70305E;Nanjing Zhongke Menglian Information Technology Co.;
9C8888;Simac Techniek NV;
180C14;iSonea Limited;
8CAE89;Y-cam Solutions Ltd;
58B961;SOLEM Electronique;
F46ABC;Adonit Corp. Ltd.;
20180E;Shenzhen Sunchip Technology Co.;
80B219;ELEKTRON TECHNOLOGY UK LIMITED;
D08A55;Skullcandy;
C4D655;Tercel technology co.;
9CA10A;SCLE SFE;
78D99F;NuCom HK Ltd.;
44C56F;NGN Easy Satfinder (Tianjin) Electronic Co.;
2C5A05;Nokia Corporation;
848336;Newrun;
EC71DB;Shenzhen Baichuan Digital Technology Co.;
B8266C;ANOV France;
284D92;Luminator;
1C4BB9;SMG ENTERPRISE;
0C5CD8;DOLI Elektronik GmbH;
2C5FF3;Pertronic Industries;
E0AF4B;Pluribus Networks;
C85663;Sunflex Europe GmbH;
88FED6;ShangHai WangYong Software Co.;
600347;Billion Electric Co. Ltd.;
084027;Gridstore Inc.;
7C2048;KoamTac;
705986;OOO TTV;
20DF3F;Nanjing SAC Power Grid Automation Co.;
30786B;TIANJIN Golden Pentagon Electronics Co.;
4CD637;Qsono Electronics Co.;
8CF945;Power Automation pte Ltd;
2C922C;Kishu Giken Kogyou Company Ltd;
509871;Inventum Technologies Private Limited;
384233;Wildeboer Bauteile GmbH;
9440A2;Anywave Communication Technologies;
7CB77B;Paradigm Electronics Inc;
28A241;exlar corp;
9876B6;Adafruit;
AC220B;ASUSTek COMPUTER INC.;
88354C;Transics;
709BFC;Bryton Inc.;
D82D9B;Shenzhen G.Credit Communication Technology Co.;
94BF1E;eflow Inc. / Smart Device Planning and Development Division;
C0A39E;EarthCam;
088E4F;SF Software Solutions;
DCAE04;CELOXICA Ltd;
5422F8;zte corporation;
486E73;Pica8;
A0CEC8;CE LINK LIMITED;
907A28;Beijing Morncloud Information And Technology Co. Ltd.;
CCD29B;Shenzhen Bopengfa Elec&Technology CO.;
9C4EBF;BoxCast;
34A68C;Shine Profit Development Limited;
78DAB3;GBO Technology;
80BBEB;Satmap Systems Ltd;
949FB4;ChengDu JiaFaAnTai Technology Co.;
406826;Thales UK Limited;
5C15E1;AIDC TECHNOLOGY (S) PTE LTD;
048D38;Netcore Technology Inc.;
1C4AF7;AMON INC;
985D46;PeopleNet Communication;
446755;Orbit Irrigation;
789F4C;HOERBIGER Elektronik GmbH;
98F8C1;IDT Technology Limited;
F47A4E;Woojeon&Handan;
44700B;IFFU;
8C2F39;IBA Dosimetry GmbH;
B8F828;Changshu Gaoshida Optoelectronic Technology Co. Ltd.;
58468F;Koncar Electronics and Informatics;
746630;T:mi Ytti;
B0FEBD;Private;
940BD5;Himax Technologies;
30055C;Brother industries;
0C8268;TP-LINK TECHNOLOGIES CO.;
B01743;EDISON GLOBAL CIRCUITS LLC;
90DA4E;AVANU;
7038B4;Low Tech Solutions;
4C804F;Armstrong Monitoring Corp;
901D27;zte corporation;
7CD762;Freestyle Technology Pty Ltd;
D073D5;LIFI LABS MANAGEMENT PTY LTD;
B8C46F;PRIMMCON INDUSTRIES INC;
505AC6;GUANGDONG SUPER TELECOM CO.;
38A86B;Orga BV;
141330;Anakreon UK LLP;
0CF405;Beijing Signalway Technologies Co.;
1C76CA;Terasic Technologies Inc.;
0C1105;Ringslink (Xiamen) Network Communication Technologies Co.;
945047;Rechnerbetriebsgruppe;
D8DCE9;Kunshan Erlab ductless filtration system Co.;
54112F;Sulzer Pump Solutions Finland Oy;
4C55B8;Turkcell Teknoloji;
088039;Cisco SPVTG;
2C72C3;Soundmatters;
84E4D9;Shenzhen NEED technology Ltd.;
C44838;Satcom Direct;
545414;Digital RF Corea;
24EB65;SAET I.S. S.r.l.;
D0F27F;SteadyServ Technoligies;
DC647C;C.R.S. iiMotion GmbH;
188410;CoreTrust Inc.;
A08A87;HuiZhou KaiYue Electronic Co.;
04BFA8;ISB Corporation;
5C8486;Brightsource Industries Israel LTD;
28CD9C;Shenzhen Dynamax Software Development Co.;
E0EDC7;Shenzhen Friendcom Technology Development Co.;
2CF203;EMKO ELEKTRONIK SAN VE TIC AS;
246278;sysmocom - systems for mobile communications GmbH;
F45842;Boxx TV Ltd;
A861AA;Cloudview Limited;
C89346;MXCHIP Company Limited;
F0F260;Mobitec AB;
1423D7;EUTRONIX CO.;
3CFB96;Emcraft Systems LLC;
081F3F;WondaLink Inc.;
DC6F08;Bay Storage Technology;
E492E7;Gridlink Tech. Co.;
60BB0C;Beijing HuaqinWorld Technology Co;
70E027;HONGYU COMMUNICATION TECHNOLOGY LIMITED;
E880D8;GNTEK Electronics Co.;
188857;Beijing Jinhong Xi-Dian Information Technology Corp.;
287994;Realplay Digital Technology(Shenzhen) Co.;
105C3B;Perma-Pipe;
40C4D6;ChongQing Camyu Technology Development Co.;
A0EB76;AirCUVE Inc.;
6C6126;Rinicom Holdings;
C04DF7;SERELEC;
ECD040;GEA Farm Technologies GmbH;
005907;LenovoEMC Products USA;
78B3CE;Elo touch solutions;
A8FB70;WiseSec L.t.d;
30F31D;zte corporation;
E4776B;AARTESYS AG;
